date,name,match_points,match_percentage
2025-05-28,"""Chamont, Brad 2""",110.5568,96.14%
2025-05-28,"""Chamont, Brad""",95.7579,83.27%
2025-05-28,"""Dias-Chamont, Talia 2""",81.4369,70.81%
2025-05-28,"""Dias-Chamont, Talia""",44.7271,38.89%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""De Gouveia, Roberto 4""",115.0000,100.00%
2025-05-28,"""De Gouveia, Roberto 2""",105.6921,91.91%
2025-05-28,"""De Gouveia, Roberto""",103.7085,90.18%
2025-05-28,"""Plein, Noah""",103.4102,89.92%
2025-05-28,"""Plein, Noah 2""",102.3721,89.02%
2025-05-28,"""Goncalves, Francisco""",100.3827,87.29%
2025-05-28,"""Goncalves, Francisco2""",97.3320,84.64%
2025-05-28,"""De Gouveia, Roberto 3""",93.4704,81.28%
2025-05-28,"""Moolman, Adrian 2""",90.6974,78.87%
2025-05-28,"""De Gouveia, Roberto (P)""",84.6710,73.63%
2025-05-28,"""Ngcobo, Thabo 2""",78.0697,67.89%
2025-05-28,"""Plein, Aubrey""",76.9690,66.93%
2025-05-28,"""Ngcobo, Thabo""",76.2728,66.32%
2025-05-28,"""Smith, Sheldon""",75.8330,65.94%
2025-05-28,"""Moolman, Adrian""",75.7651,65.88%
2025-05-28,"""Moolman, Adrian 3""",75.7092,65.83%
2025-05-28,"""Goncalves, Rory""",74.7163,64.97%
2025-05-28,"""Bishop, Mark""",72.5702,63.10%
2025-05-28,"""Naidoo, Saven""",66.7422,58.04%
2025-05-28,"""Naidoo, Saven 2""",66.0345,57.42%
2025-05-28,"""Morris, Bevan""",65.6792,57.11%
2025-05-28,"""Chamont, Brad 2""",64.1636,55.79%
2025-05-28,"""Sukazi, Lindelihle 2""",62.9714,54.76%
2025-05-28,"""Gerin, Pino""",62.3770,54.24%
2025-05-28,"""Mthembu, Jacob""",62.2611,54.14%
2025-05-28,"""Moolman, Adrian 4""",55.9120,48.62%
2025-05-28,"""Chamont, Brad""",55.5747,48.33%
2025-05-28,"""Bishop, Steven""",54.1303,47.07%
2025-05-28,"""Ferreira, Johan""",53.1333,46.20%
2025-05-28,"""Bolton, Dayne""",52.0926,45.30%
2025-05-28,"""Phaedi, Tiiso 2""",52.0516,45.26%
2025-05-28,"""Ditsela, Richard""",51.6625,44.92%
2025-05-28,"""Dias-Chamont, Talia 2""",47.2633,41.10%
2025-05-28,"""Mj, Mj""",45.4004,39.48%
2025-05-28,"""Msibi, Jabulani""",42.3833,36.86%
2025-05-28,"""Sukazi, Lindelihle""",41.6732,36.24%
2025-05-28,"""Dodge, Dave""",40.1817,34.94%
2025-05-28,"""Goncalves, Cayla""",39.6606,34.49%
2025-05-28,"""Bolton, Blake""",38.9185,33.84%
2025-05-28,"""Du Plooy, Dewald""",34.6005,30.09%
2025-05-28,"""X, Zuluboy""",32.2786,28.07%
2025-05-28,"""Phaedi, Tiiso""",29.4682,25.62%
2025-05-28,"""Dias-Chamont, Talia""",25.9581,22.57%
2025-05-28,"""Goncalves, Rory""",23.7452,20.65%
2025-05-28,"""Benecke, Sheldon""",19.1928,16.69%
2025-05-28,"""Miller, Glen""",17.9642,15.62%
2025-05-28,"""Masondo, Musawenkosi""",13.7539,11.96%
2025-05-28,"""Coetzee, Desmond""",0.0000,0.00%
2025-05-28,"""Masike, Tebogo""",0.0000,0.00%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.00%
2025-05-28,"""De Gouveia, Roberto""",217.1531,100.0000%
2025-05-28,"""Plein, Noah 2""",212.7814,97.9868%
2025-05-28,"""Plein, Noah""",212.7645,97.9790%
2025-05-28,"""De Gouveia, Roberto 3""",208.4704,96.0016%
2025-05-28,"""Goncalves, Francisco""",205.8530,94.7963%
2025-05-28,"""De Gouveia, Roberto 4""",203.6772,93.7943%
2025-05-28,"""De Gouveia, Roberto 2""",198.9539,91.6192%
2025-05-28,"""Goncalves, Francisco2""",195.7936,90.1639%
2025-05-28,"""Moolman, Adrian 2""",189.3308,87.1877%
2025-05-28,"""Moolman, Adrian 3""",174.4132,80.3181%
2025-05-28,"""De Gouveia, Roberto (P)""",170.2726,78.4113%
2025-05-28,"""Moolman, Adrian""",164.2627,75.6437%
2025-05-28,"""Ngcobo, Thabo""",163.6497,75.3614%
2025-05-28,"""Ngcobo, Thabo 2""",160.8733,74.0829%
2025-05-28,"""Moolman, Adrian 4""",160.5715,73.9439%
2025-05-28,"""Plein, Aubrey""",148.1307,68.2149%
2025-05-28,"""Bishop, Mark""",139.2509,64.1257%
2025-05-28,"""Chamont, Brad 2""",135.8260,62.5485%
2025-05-28,"""Mthembu, Jacob""",135.2356,62.2766%
2025-05-28,"""Sukazi, Lindelihle 2""",132.5846,61.0558%
2025-05-28,"""Smith, Sheldon""",132.5086,61.0208%
2025-05-28,"""Naidoo, Saven""",130.8781,60.2700%
2025-05-28,"""Naidoo, Saven 2""",128.9940,59.4023%
2025-05-28,"""Goncalves, Rory""",126.6054,58.3024%
2025-05-28,"""Morris, Bevan""",121.3466,55.8807%
2025-05-28,"""Chamont, Brad""",117.4934,54.1063%
2025-05-28,"""Bishop, Steven""",116.2262,53.5227%
2025-05-28,"""Bolton, Dayne""",115.0804,52.9951%
2025-05-28,"""Phaedi, Tiiso 2""",109.2663,50.3176%
2025-05-28,"""Ferreira, Johan""",108.5995,50.0106%
2025-05-28,"""Mj, Mj""",107.0249,49.2855%
2025-05-28,"""Ditsela, Richard""",99.1951,45.6798%
2025-05-28,"""Sukazi, Lindelihle""",97.5530,44.9236%
2025-05-28,"""Bolton, Blake""",95.5912,44.0202%
2025-05-28,"""Dodge, Dave""",93.1433,42.8929%
2025-05-28,"""X, Zuluboy""",92.7662,42.7193%
2025-05-28,"""Dias-Chamont, Talia 2""",91.6811,42.2196%
2025-05-28,"""Gerin, Pino""",89.8621,41.3819%
2025-05-28,"""Msibi, Jabulani""",88.6802,40.8376%
2025-05-28,"""Goncalves, Rory""",87.2965,40.2004%
2025-05-28,"""Benecke, Sheldon""",81.7147,37.6300%
2025-05-28,"""Phaedi, Tiiso""",76.4006,35.1828%
2025-05-28,"""Dias-Chamont, Talia""",70.8167,32.6114%
2025-05-28,"""Miller, Glen""",48.6592,22.4078%
2025-05-28,"""Du Plooy, Dewald""",46.9064,21.6006%
2025-05-28,"""Goncalves, Cayla""",45.0845,20.7616%
2025-05-28,"""Masike, Tebogo""",22.1885,10.2179%
2025-05-28,"""Coetzee, Desmond""",13.9739,6.4350%
2025-05-28,"""Masondo, Musawenkosi""",13.7539,6.3337%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.0000%
2025-06-18,"""Da Cruz, David""",220.0000,100.0000%
2025-06-18,"""Plein, Noah""",204.2833,92.8560%
2025-06-18,"""De Gouveia, Roberto 2""",201.4425,91.5648%
2025-06-18,"""Moolman, Adrian 2""",194.2181,88.2810%
2025-06-18,"""De Gouveia, Roberto""",177.7201,80.7819%
2025-06-18,"""Moolman, Adrian""",177.6968,80.7713%
2025-06-18,"""Mshove, Mbali""",176.3075,80.1398%
2025-06-18,"""Da Silva, Alexia""",176.2429,80.1104%
2025-06-18,"""X, Ghost""",172.7903,78.5410%
2025-06-18,"""Gillespie, Josh 2""",169.4551,77.0250%
2025-06-18,"""Ngcobo, Thabo""",164.1140,74.5973%
2025-06-18,"""Rabie, Theo""",158.2953,71.9524%
2025-06-18,"""Gillespie, Josh""",157.7112,71.6869%
2025-06-18,"""Ngcobo, Thabo 2""",157.3415,71.5189%
2025-06-18,"""Gxagxa, Muzi 2""",152.1481,69.1582%
2025-06-18,"""Ferreira, Johan 2""",151.9898,69.0863%
2025-06-18,"""Plein, Aubrey""",149.8492,68.1133%
2025-06-18,"""Naidoo, Saven""",143.8888,65.4040%
2025-06-18,"""Gxagxa, Canik""",126.2958,57.4072%
2025-06-18,"""Ferreira, Johan""",121.8467,55.3849%
2025-06-18,"""Morris, Bevan""",113.0674,51.3943%
2025-06-18,"""Naidoo, Saven 2""",109.5879,49.8127%
2025-06-18,"""Sukazi, Lindelihle 2""",107.7484,48.9765%
2025-06-18,"""Gxagxa, Muzi""",107.2566,48.7530%
2025-06-18,"""Goncalves, Rory""",106.2106,48.2775%
2025-06-18,"""Coetzee, Desmond""",103.8433,47.2015%
2025-06-18,"""Phaedi, Tiiso""",100.7958,45.8163%
2025-06-18,"""Du Plooy, Dewald""",100.6420,45.7464%
2025-06-18,"""Sukazi, Lindelihle""",99.8496,45.3862%
2025-06-18,"""Bishop, Steven""",95.8450,43.5659%
2025-06-18,"""Bishop, Mark""",94.1788,42.8085%
2025-06-18,"""Castegnaro, Giorgio""",90.4789,41.1268%
2025-06-18,"""Benecke, Sheldon""",86.4090,39.2768%
2025-06-18,"""Nkosi, Sihle""",83.2244,37.8293%
2025-06-18,"""Knox, Nobby""",83.0574,37.7534%
2025-06-18,"""Sukazi, Lindelihle 3""",81.2626,36.9375%
2025-06-18,"""Veysel, Karan""",77.2620,35.1191%
2025-06-18,"""Ntuli, Sibusiso2""",76.8399,34.9272%
2025-06-18,"""Levinrad, Dayne""",76.1433,34.6106%
2025-06-18,"""Nkosi, Sihle""",72.6552,33.0251%
2025-06-18,"""Ntuli, Sibusiso""",68.1726,30.9875%
2025-06-18,"""Masike, Tebogo""",41.4992,18.8633%
2025-06-18,"""Goncalves, Cayla""",11.8797,5.3999%
2025-06-25,"""Da Cruz, David""",196.7368,100.0000%
2025-06-25,"""Plein, Noah""",185.0578,94.0636%
2025-06-25,"""De Gouveia, Roberto""",183.7058,93.3764%
2025-06-25,"""Goncalves, Francisco""",165.7285,84.2387%
2025-06-25,"""Rabie, Theo""",161.6919,82.1869%
2025-06-25,"""Morris, Bevan""",149.0093,75.7404%
2025-06-25,"""Knox, Nobby""",144.3264,73.3601%
2025-06-25,"""Bishop, Mark""",143.1773,72.7761%
2025-06-25,"""Gillespie, Josh""",140.7243,71.5292%
2025-06-25,"""Blignaut, Dewald""",135.1159,68.6785%
2025-06-25,"""Wei, Darren""",134.1620,68.1936%
2025-06-25,"""Moolman, Adrian""",133.9355,68.0785%
2025-06-25,"""Plein, Aubrey""",126.2496,64.1718%
2025-06-25,"""Ngcobo, Thabo""",125.3850,63.7324%
2025-06-25,"""Horton, Mike""",123.1293,62.5858%
2025-06-25,"""Coetzee, Desmond""",121.2144,61.6125%
2025-06-25,"""X, Leehleza""",119.6657,60.8253%
2025-06-25,"""Gxagxa, Muzi""",118.8461,60.4087%
2025-06-25,"""Ferreira, Johan""",113.5324,57.7078%
2025-06-25,"""Goncalves, Francisco2""",111.3332,56.5899%
2025-06-25,"""Mthembu, Jacob""",108.4911,55.1453%
2025-06-25,"""Mj, Mj""",107.6186,54.7018%
2025-06-25,"""Gyarmati, Marlyn""",103.9995,52.8623%
2025-06-25,"""Naidoo, Saven""",102.7542,52.2293%
2025-06-25,"""Mqaise, Rudy""",100.6828,51.1764%
2025-06-25,"""Du Plooy, Dewald""",99.3152,50.4813%
2025-06-25,"""Coetzer, Jared""",96.9938,49.3013%
2025-06-25,"""Dias, Vic Senior""",93.9032,47.7304%
2025-06-25,"""Veysel, Karan""",93.1895,47.3676%
2025-06-25,"""Dias, Miguel""",90.9715,46.2402%
2025-06-25,"""Phaedi, Tiiso""",89.5083,45.4965%
2025-06-25,"""Bishop, Steven""",86.6420,44.0395%
2025-06-25,"""Msibi, Jabulani""",86.4943,43.9645%
2025-06-25,"""Lodge, Athelio""",86.2697,43.8503%
2025-06-25,"""Masike, Tebogo""",81.8888,41.6235%
2025-06-25,"""Goncalves, Rory""",80.8324,41.0866%
2025-06-25,"""Sukazi, Lindelihle""",75.5165,38.3845%
2025-06-25,"""Subotzky, Ryan""",74.5728,37.9049%
2025-06-25,"""Halim, Aadil""",74.2850,37.7586%
2025-06-25,"""Titizana, Zanemvula""",71.7893,36.4900%
2025-06-25,"""Levinrad, Dayne""",69.8594,35.5091%
2025-06-25,"""Maduna, Thabiso""",63.7371,32.3971%
2025-06-25,"""Van Schoor, Floyd""",59.9408,30.4675%
2025-06-25,"""Motloung, Sanele""",56.5614,28.7498%
2025-06-25,"""Blignaut, Nicole""",49.0052,24.9090%
2025-06-25,"""Ditsela, Richard""",47.8789,24.3365%
2025-06-25,"""Molefe, Kgotso""",38.9323,19.7890%
2025-06-25,"""Alho, Gabz""",28.5791,14.5266%
2025-06-25,"""Maluleka, Nkateko""",4.6020,2.3392%
2025-06-25,"""Coetzee, Marcel""",0.0000,0.0000%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Plein, Aubrey""",105.0000,100.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Goncalves, Francisco""",105.0000,100.00%
2025-06-25,"""Phaedi, Tiiso""",56.7239,54.02%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Da Cruz, David""",105.0000,100.00%
2025-06-25,"""Rabie, Theo""",95.9631,91.39%
2025-06-25,"""Wei, Darren""",87.6130,83.44%
2025-06-25,"""Morris, Bevan""",74.6879,71.13%
2025-06-25,"""Horton, Mike""",55.0286,52.41%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Plein, Noah""",105.0000,100.00%
2025-06-25,"""Moolman, Adrian 3""",98.0245,93.36%
2025-06-25,"""Moolman, Adrian 4""",88.8379,84.61%
2025-06-25,"""Moolman, Adrian 2""",87.6169,83.44%
2025-06-25,"""Knox, Nobby""",72.6528,69.19%
2025-06-25,"""Ferreira, Johan""",69.9230,66.59%
2025-06-25,"""Moolman, Adrian""",69.4365,66.13%
2025-06-25,"""Mj, Mj 2""",68.1498,64.90%
2025-06-25,"""Blignaut, Dewald""",65.8757,62.74%
2025-06-25,"""Coetzee, Desmond""",64.4483,61.38%
2025-06-25,"""Gxagxa, Muzi""",62.0458,59.09%
2025-06-25,"""Masike, Tebogo""",58.0311,55.27%
2025-06-25,"""Mqaise, Rudy""",49.6104,47.25%
2025-06-25,"""Mj, Mj""",49.4590,47.10%
2025-06-25,"""Levinrad, Dayne""",48.4303,46.12%
2025-06-25,"""Ditsela, Richard""",47.8789,45.60%
2025-06-25,"""Halim, Aadil""",46.0118,43.82%
2025-06-25,"""Coetzer, Jared""",45.9904,43.80%
2025-06-25,"""Lodge, Athelio""",45.4538,43.29%
2025-06-25,"""Bishop, Steven""",44.8136,42.68%
2025-06-25,"""Mthembu, Jacob""",44.2342,42.13%
2025-06-25,"""Msibi, Jabulani""",43.6852,41.60%
2025-06-25,"""Subotzky, Ryan""",42.6108,40.58%
2025-06-25,"""Gxagxa, Muzi 2""",36.5353,34.80%
2025-06-25,"""Motloung, Sanele""",35.4201,33.73%
2025-06-25,"""Blignaut, Nicole""",32.6057,31.05%
2025-06-25,"""Levinrad, Dayne 2""",32.3280,30.79%
2025-06-25,"""Ferreira, Johan 2""",30.7371,29.27%
2025-06-25,"""Molefe, Kgotso""",29.0783,27.69%
2025-06-25,"""Maduna, Thabiso""",27.6769,26.36%
2025-06-25,"""Van Schoor, Floyd""",27.1254,25.83%
2025-06-25,"""Maluleka, Nkateko""",4.6020,4.38%
2025-06-25,"""Alho, Gabz""",0.0000,0.00%
2025-06-25,"""Coetzee, Marcel""",0.0000,0.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""De Gouveia, Roberto""",105.0000,100.00%
2025-06-25,"""De Gouveia, Roberto 3""",100.0897,95.32%
2025-06-25,"""Gillespie, Josh 2""",97.2691,92.64%
2025-06-25,"""X, Ghost""",85.7339,81.65%
2025-06-25,"""Gillespie, Josh""",84.7685,80.73%
2025-06-25,"""De Gouveia, Roberto 2""",78.2355,74.51%
2025-06-25,"""Ngcobo, Thabo""",74.5730,71.02%
2025-06-25,"""Bishop, Mark""",74.2267,70.69%
2025-06-25,"""X, Leehleza 2""",67.9760,64.74%
2025-06-25,"""X, Leehleza""",67.3401,64.13%
2025-06-25,"""Sukazi, Lindelihle""",54.7811,52.17%
2025-06-25,"""Goncalves, Francisco2""",50.8345,48.41%
2025-06-25,"""Du Plooy, Dewald""",46.6777,44.45%
2025-06-25,"""Titizana, Zanemvula 2""",45.7744,43.59%
2025-06-25,"""Titizana, Zanemvula""",39.3542,37.48%
2025-06-25,"""Goncalves, Rory""",38.6735,36.83%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Naidoo, Saven 2""",105.0000,100.00%
2025-06-25,"""Gyarmati, Marlyn""",80.1724,76.35%
2025-06-25,"""Dias, Vic Senior""",73.1969,69.71%
2025-06-25,"""Veysel, Karan""",72.0832,68.65%
2025-06-25,"""Naidoo, Saven""",71.3562,67.96%
2025-06-25,"""Dias, Miguel""",67.2104,64.01%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Plein, Noah""",105.0000,100.00%
2025-06-25,"""De Gouveia, Roberto""",99.5180,94.78%
2025-06-25,"""Moolman, Adrian 3""",98.0245,93.36%
2025-06-25,"""De Gouveia, Roberto 3""",94.8640,90.35%
2025-06-25,"""Gillespie, Josh 2""",92.1907,87.80%
2025-06-25,"""Da Cruz, David""",91.7368,87.37%
2025-06-25,"""Moolman, Adrian 4""",88.8379,84.61%
2025-06-25,"""Moolman, Adrian 2""",87.6169,83.44%
2025-06-25,"""Rabie, Theo""",83.8414,79.85%
2025-06-25,"""Goncalves, Francisco""",81.6517,77.76%
2025-06-25,"""X, Ghost""",81.2577,77.39%
2025-06-25,"""Gillespie, Josh""",80.3428,76.52%
2025-06-25,"""Wei, Darren""",76.5461,72.90%
2025-06-25,"""De Gouveia, Roberto 2""",74.1508,70.62%
2025-06-25,"""Knox, Nobby""",72.6528,69.19%
2025-06-25,"""Ngcobo, Thabo""",70.6795,67.31%
2025-06-25,"""Bishop, Mark""",70.3513,67.00%
2025-06-25,"""Ferreira, Johan""",69.9230,66.59%
2025-06-25,"""Moolman, Adrian""",69.4365,66.13%
2025-06-25,"""Mj, Mj 2""",68.1498,64.90%
2025-06-25,"""Naidoo, Saven 2""",66.2559,63.10%
2025-06-25,"""Blignaut, Dewald""",65.8757,62.74%
2025-06-25,"""Morris, Bevan""",65.2536,62.15%
2025-06-25,"""Coetzee, Desmond""",64.4483,61.38%
2025-06-25,"""X, Leehleza 2""",64.4270,61.36%
2025-06-25,"""X, Leehleza""",63.8243,60.79%
2025-06-25,"""Gxagxa, Muzi""",62.0458,59.09%
2025-06-25,"""Masike, Tebogo""",58.0311,55.27%
2025-06-25,"""Plein, Aubrey""",56.3063,53.63%
2025-06-25,"""Sukazi, Lindelihle""",51.9210,49.45%
2025-06-25,"""Gyarmati, Marlyn""",50.5895,48.18%
2025-06-25,"""Mqaise, Rudy""",49.6104,47.25%
2025-06-25,"""Mj, Mj""",49.4590,47.10%
2025-06-25,"""Levinrad, Dayne""",48.4303,46.12%
2025-06-25,"""Goncalves, Francisco2""",48.1805,45.89%
2025-06-25,"""Horton, Mike""",48.0777,45.79%
2025-06-25,"""Ditsela, Richard""",47.8789,45.60%
2025-06-25,"""Dias, Vic Senior""",46.1878,43.99%
2025-06-25,"""Halim, Aadil""",46.0118,43.82%
2025-06-25,"""Coetzer, Jared""",45.9904,43.80%
2025-06-25,"""Veysel, Karan""",45.4851,43.32%
2025-06-25,"""Lodge, Athelio""",45.4538,43.29%
2025-06-25,"""Naidoo, Saven""",45.0264,42.88%
2025-06-25,"""Bishop, Steven""",44.8136,42.68%
2025-06-25,"""Du Plooy, Dewald""",44.2407,42.13%
2025-06-25,"""Mthembu, Jacob""",44.2342,42.13%
2025-06-25,"""Phaedi, Tiiso""",44.1105,42.01%
2025-06-25,"""Msibi, Jabulani""",43.6852,41.60%
2025-06-25,"""Titizana, Zanemvula 2""",43.3845,41.32%
2025-06-25,"""Subotzky, Ryan""",42.6108,40.58%
2025-06-25,"""Dias, Miguel""",42.4103,40.39%
2025-06-25,"""Titizana, Zanemvula""",37.2995,35.52%
2025-06-25,"""Goncalves, Rory""",36.6544,34.91%
2025-06-25,"""Gxagxa, Muzi 2""",36.5353,34.80%
2025-06-25,"""Motloung, Sanele""",35.4201,33.73%
2025-06-25,"""Blignaut, Nicole""",32.6057,31.05%
2025-06-25,"""Levinrad, Dayne 2""",32.3280,30.79%
2025-06-25,"""Ferreira, Johan 2""",30.7371,29.27%
2025-06-25,"""Molefe, Kgotso""",29.0783,27.69%
2025-06-25,"""Maduna, Thabiso""",27.6769,26.36%
2025-06-25,"""Van Schoor, Floyd""",27.1254,25.83%
2025-06-25,"""Maluleka, Nkateko""",4.6020,4.38%
2025-06-25,"""Alho, Gabz""",0.0000,0.00%
2025-06-25,"""Coetzee, Marcel""",0.0000,0.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Plein, Aubrey""",105.0000,100.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Goncalves, Francisco""",105.0000,100.00%
2025-06-25,"""Phaedi, Tiiso""",56.6954,54.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Da Cruz, David""",105.0000,100.00%
2025-06-25,"""Morris, Bevan""",83.7557,79.77%
2025-06-25,"""Rabie, Theo""",77.8505,74.14%
2025-06-25,"""Horton, Mike""",75.0516,71.48%
2025-06-25,"""Wei, Darren""",57.6159,54.87%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Moolman, Adrian 4""",105.0000,100.00%
2025-06-25,"""Moolman, Adrian 2""",103.1993,98.29%
2025-06-25,"""Plein, Noah""",100.2042,95.43%
2025-06-25,"""Moolman, Adrian 3""",93.4365,88.99%
2025-06-25,"""Knox, Nobby""",89.7102,85.44%
2025-06-25,"""Blignaut, Dewald""",86.6644,82.54%
2025-06-25,"""Moolman, Adrian""",80.7300,76.89%
2025-06-25,"""Mthembu, Jacob""",80.4270,76.60%
2025-06-25,"""Ferreira, Johan 2""",79.5958,75.81%
2025-06-25,"""Mj, Mj 2""",77.2740,73.59%
2025-06-25,"""Mj, Mj""",72.7954,69.33%
2025-06-25,"""Gxagxa, Muzi""",71.0940,67.71%
2025-06-25,"""Coetzee, Desmond""",71.0512,67.67%
2025-06-25,"""Mqaise, Rudy""",63.9247,60.88%
2025-06-25,"""Coetzer, Jared""",63.8383,60.80%
2025-06-25,"""Gxagxa, Muzi 2""",61.8784,58.93%
2025-06-25,"""Ferreira, Johan""",54.5837,51.98%
2025-06-25,"""Msibi, Jabulani""",53.5820,51.03%
2025-06-25,"""Levinrad, Dayne 2""",52.8822,50.36%
2025-06-25,"""Bishop, Steven""",52.3544,49.86%
2025-06-25,"""Lodge, Athelio""",51.0871,48.65%
2025-06-25,"""Maduna, Thabiso""",45.1347,42.99%
2025-06-25,"""Van Schoor, Floyd""",41.0733,39.12%
2025-06-25,"""Subotzky, Ryan""",40.0052,38.10%
2025-06-25,"""Alho, Gabz""",35.7710,34.07%
2025-06-25,"""Halim, Aadil""",35.3881,33.70%
2025-06-25,"""Masike, Tebogo""",29.8614,28.44%
2025-06-25,"""Levinrad, Dayne""",26.8216,25.54%
2025-06-25,"""Motloung, Sanele""",26.4615,25.20%
2025-06-25,"""Blignaut, Nicole""",20.5264,19.55%
2025-06-25,"""Molefe, Kgotso""",12.3338,11.75%
2025-06-25,"""Coetzee, Marcel""",0.0000,0.00%
2025-06-25,"""Ditsela, Richard""",0.0000,0.00%
2025-06-25,"""Maluleka, Nkateko""",0.0000,0.00%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""De Gouveia, Roberto 3""",105.0000,100.00%
2025-06-25,"""De Gouveia, Roberto""",84.0352,80.03%
2025-06-25,"""X, Ghost""",82.4346,78.51%
2025-06-25,"""De Gouveia, Roberto 2""",78.1174,74.40%
2025-06-25,"""Gillespie, Josh 2""",76.8278,73.17%
2025-06-25,"""Bishop, Mark""",72.6939,69.23%
2025-06-25,"""Goncalves, Francisco2""",63.0382,60.04%
2025-06-25,"""Gillespie, Josh""",60.2720,57.40%
2025-06-25,"""X, Leehleza""",55.7402,53.09%
2025-06-25,"""Du Plooy, Dewald""",54.9747,52.36%
2025-06-25,"""Ngcobo, Thabo""",54.6063,52.01%
2025-06-25,"""Titizana, Zanemvula 2""",44.6969,42.57%
2025-06-25,"""Goncalves, Rory""",44.0979,42.00%
2025-06-25,"""X, Leehleza 2""",43.9201,41.83%
2025-06-25,"""Titizana, Zanemvula""",34.4273,32.79%
2025-06-25,"""Sukazi, Lindelihle""",23.5527,22.43%
2025-06-25,"""Name""",Stage Pts,Stage %
2025-06-25,"""Naidoo, Saven""",105.0000,100.00%
2025-06-25,"""Gyarmati, Marlyn""",97.1466,92.52%
2025-06-25,"""Naidoo, Saven 2""",92.3513,87.95%
2025-06-25,"""Dias, Miguel""",88.3270,84.12%
2025-06-25,"""Dias, Vic Senior""",86.7886,82.66%
2025-06-25,"""Veysel, Karan""",86.7687,82.64%
2025-06-25,"""De Gouveia, Roberto 3""",199.8640,100.0000%
2025-06-25,"""Da Cruz, David""",196.5465,98.3401%
2025-06-25,"""Plein, Noah""",184.9127,92.5193%
2025-06-25,"""De Gouveia, Roberto""",183.5532,91.8391%
2025-06-25,"""Moolman, Adrian 4""",172.5752,86.3463%
2025-06-25,"""Moolman, Adrian 3""",172.5399,86.3287%
2025-06-25,"""Moolman, Adrian 2""",169.9182,85.0169%
2025-06-25,"""Gillespie, Josh 2""",169.0185,84.5668%
2025-06-25,"""Goncalves, Francisco""",165.5761,82.8444%
2025-06-25,"""X, Ghost""",163.6923,81.9018%
2025-06-25,"""Rabie, Theo""",161.5508,80.8304%
2025-06-25,"""De Gouveia, Roberto 2""",152.2682,76.1859%
2025-06-25,"""Morris, Bevan""",148.8575,74.4794%
2025-06-25,"""Knox, Nobby""",144.1965,72.1473%
2025-06-25,"""Bishop, Mark""",143.0452,71.5713%
2025-06-25,"""Gillespie, Josh""",140.6148,70.3552%
2025-06-25,"""Blignaut, Dewald""",134.9904,67.5411%
2025-06-25,"""Wei, Darren""",134.0576,67.0744%
2025-06-25,"""Moolman, Adrian""",133.8185,66.9548%
2025-06-25,"""Mj, Mj 2""",129.7756,64.9320%
2025-06-25,"""Plein, Aubrey""",126.1228,63.1043%
2025-06-25,"""Ngcobo, Thabo""",125.2858,62.6855%
2025-06-25,"""Horton, Mike""",122.9933,61.5385%
2025-06-25,"""Coetzee, Desmond""",121.1115,60.5970%
2025-06-25,"""X, Leehleza""",119.5645,59.8229%
2025-06-25,"""Gxagxa, Muzi""",118.7431,59.4120%
2025-06-25,"""Naidoo, Saven 2""",116.9375,58.5085%
2025-06-25,"""Ferreira, Johan""",113.4534,56.7653%
2025-06-25,"""Goncalves, Francisco2""",111.2187,55.6472%
2025-06-25,"""Mthembu, Jacob""",108.3746,54.2242%
2025-06-25,"""X, Leehleza 2""",108.3471,54.2104%
2025-06-25,"""Mj, Mj""",107.5132,53.7932%
2025-06-25,"""Gyarmati, Marlyn""",103.9027,51.9867%
2025-06-25,"""Naidoo, Saven""",102.6495,51.3597%
2025-06-25,"""Mqaise, Rudy""",100.5902,50.3293%
2025-06-25,"""Du Plooy, Dewald""",99.2154,49.6415%
2025-06-25,"""Coetzer, Jared""",96.9013,48.4836%
2025-06-25,"""Ferreira, Johan 2""",94.2146,47.1394%
2025-06-25,"""Dias, Vic Senior""",93.8167,46.9403%
2025-06-25,"""Veysel, Karan""",93.1031,46.5832%
2025-06-25,"""Dias, Miguel""",90.8834,45.4726%
2025-06-25,"""Phaedi, Tiiso""",89.4260,44.7434%
2025-06-25,"""Titizana, Zanemvula 2""",88.0814,44.0707%
2025-06-25,"""Bishop, Steven""",86.5662,43.3126%
2025-06-25,"""Msibi, Jabulani""",86.4167,43.2378%
2025-06-25,"""Lodge, Athelio""",86.1957,43.1272%
2025-06-25,"""Gxagxa, Muzi 2""",85.8832,42.9708%
